Time,t,dt,q0,q1,q2,q3,acx,acy,acz,q0_rel,q1_rel,q2_rel,q3_rel
1778882052937745408,8.609775104,0.009930496000000844,0.984449,-0.008018,-0.167034,0.053803,-0.326528400182724,0.0334973372519016,-0.939395546913147,0.9999999478708586,0.00011994898802229932,-4.302524417925828e-05,0.0002966805506128124
1778882052947655936,8.619685632,0.00991052799999892,0.984449,-0.008019,-0.167034,0.053804,-0.3267508149147034,0.0338388420641422,-0.9396092295646667,0.9999999476282556,0.00011913150936923753,-4.297983978035465e-05,0.00029783200467662117
1778882052957547264,8.62957696,0.009891328000000144,0.984449,-0.008021,-0.167035,0.0538,-0.3265948593616486,0.033844206482172,-0.9393989443778992,0.9999999489777066,0.00011644107654582708,-4.382497644383213e-05,0.0002942200391650026
1778882052967418880,8.639448576,0.009871615999999861,0.984449,-0.00802,-0.167034,0.053802,-0.3262235224246979,0.0336437821388244,-0.9393240213394164,0.9999999483224925,0.00011781304811281715,-4.291017577053881e-05,0.000296030091098282
1778882052977270528,8.649300224,0.009851647999999713,0.984449,-0.008019,-0.167035,0.0538,-0.3262449502944946,0.0335546694695949,-0.9396345615386964,0.9999999488400205,0.00011841002215117262,-4.393195832598171e-05,0.00029388604270057353
1778882052987102720,8.659132416,0.009832192000001072,0.984448,-0.008016,-0.16704,0.053803,-0.325955867767334,0.0335034914314746,-0.9395270347595216,0.9999999474853427,0.00012158889918473074,-4.9206057162016646e-05,0.00029635150640822485
1778882052997104128,8.669133824,0.010001407999999046,0.984449,-0.008015,-0.167036,0.053807,-0.326044499874115,0.0336725264787674,-0.9393428564071656,0.9999999463271305,0.00012346336001694234,-4.518699137480268e-05,0.00030010110103702563
1778882053007274752,8.679304448,0.010170624000000572,0.984449,-0.008012,-0.167039,0.053805,-0.3259596526622772,0.0334670692682266,-0.9394362568855286,0.9999999466211884,0.00012592225488964465,-4.828468162928985e-05,0.00029760678030084885
1778882053017425152,8.689454848,0.010150400000000559,0.984449,-0.008009,-0.167039,0.053805,-0.3261261582374573,0.0333869494497776,-0.939424991607666,0.9999999463861388,0.00012887567099104796,-4.844515442091658e-05,0.00029710578610657045
1778882053027555072,8.699584768,0.010129919999998904,0.984449,-0.008012,-0.167036,0.053803,-0.3258015215396881,0.0335195772349834,-0.9392285346984864,0.9999999473587948,0.00012574880217345978,-4.53151185265906e-05,0.00029566228479738286
1778882053037665024,8.70969472,0.010109952000000533,0.98445,-0.008012,-0.167034,0.053801,-0.3259247541427612,0.0338163375854492,-0.9394705295562744,0.9999999480727271,0.00012552980294250167,-4.316297365855138e-05,0.0002936558693241432
