time(ms),VPWR(V),VSS(km/h)
1779393665175,13.55,18.0
1779393665190,13.54,18.0
1779393665208,13.54,18.0
1779393665223,13.54,18.0
1779393665238,13.54,18.0
1779393665255,13.54,18.0
1779393665271,13.54,18.0
1779393665288,13.54,19.0
1779393665303,13.54,20.0
1779393665318,13.54,20.0
1779393665334,13.54,20.0
1779393665350,13.54,20.0
1779393665367,13.54,20.0
1779393665382,13.54,20.0
1779393665400,13.54,20.0
1779393665416,13.54,20.0
1779393665432,13.54,20.0
1779393665447,13.54,20.0
1779393665463,13.53,20.0
1779393665478,13.52,20.0
1779393665495,13.52,20.0
1779393665511,13.52,20.0
1779393665527,13.53,20.0
1779393665542,13.54,20.0
1779393665558,13.53,20.0
1779393665574,13.52,20.0
1779393665592,13.52,20.0
1779393665607,13.52,20.0
1779393665622,13.52,20.0
1779393665639,13.52,20.0
1779393665654,13.52,20.0
1779393665671,13.52,20.0
1779393665688,13.53,20.0
1779393665703,13.54,20.0
1779393665720,13.53,20.0
1779393665735,13.52,20.0
1779393665752,13.52,20.0
1779393665767,13.52,20.0
1779393665783,13.52,20.0
1779393665799,13.52,20.0
1779393665816,13.53,20.0
1779393665831,13.54,20.0
1779393665847,13.54,20.0
1779393665863,13.54,20.0
1779393665880,13.54,20.0
1779393665895,13.54,20.0
1779393665910,13.53,20.0
1779393665927,13.52,20.0
1779393665943,13.52,20.0
1779393665960,13.52,20.0
1779393665975,13.52,20.0
1779393665992,13.52,20.0
1779393666006,13.53,20.0
1779393666024,13.54,20.0
1779393666039,13.53,20.0
1779393666054,13.52,20.0
1779393666071,13.52,20.0
1779393666088,13.52,20.0
1779393666105,13.52,20.0
1779393666119,13.52,20.0
1779393666136,13.53,20.0
1779393666152,13.54,20.0
1779393666167,13.53,20.0
1779393666182,13.52,20.0
1779393666200,13.52,20.0
1779393666215,13.52,20.0
1779393666233,13.52,20.0
1779393666246,13.52,20.0
1779393666265,13.52,20.0
1779393666280,13.52,20.0
1779393666296,13.53,20.0
1779393666310,13.54,20.0
1779393666328,13.53,20.0
1779393666342,13.52,20.0
1779393666359,13.52,20.0
1779393666374,13.52,20.0
1779393666392,13.52,20.0
1779393666407,13.52,20.0
1779393666423,13.53,20.0
1779393666438,13.54,20.0
1779393666457,13.54,20.0
1779393666471,13.54,20.0
1779393666488,13.54,20.0
1779393666505,13.54,20.0
1779393666519,13.53,20.0
1779393666535,13.52,20.0
1779393666552,13.53,20.0
1779393666568,13.54,20.0
1779393666583,13.53,20.0
1779393666607,13.52,20.0
1779393666615,13.53,20.0
1779393666630,13.54,20.0
1779393666648,13.54,20.0
1779393666664,13.54,20.0
1779393666679,13.54,20.0
1779393666697,13.54,21.0
1779393666712,13.54,22.0
1779393666727,13.54,22.0
1779393666742,13.54,22.0
1779393666760,13.54,22.0
1779393666775,13.54,22.0
1779393666791,13.54,22.0
1779393666807,13.54,22.0
1779393666822,13.54,22.0
1779393666839,13.54,22.0
1779393666854,13.54,22.0
1779393666871,13.54,22.0
1779393666888,13.54,22.0
1779393666902,13.54,22.0
1779393666920,13.54,22.0
1779393666935,13.54,22.0
1779393666952,13.54,22.0
1779393666969,13.54,22.0
1779393666984,13.54,22.0
1779393666999,13.54,22.0
1779393667017,13.54,22.0
1779393667032,13.54,22.0
1779393667047,13.54,22.0
1779393667065,13.54,22.0
