time(ms),VPWR(V),VSS(km/h),timestamp_gmt,t_s
1779393823847,13.55,25.0,2026-05-21 20:03:43.847000+00:00,166.836
1779393823863,13.55,25.0,2026-05-21 20:03:43.863000+00:00,166.852
1779393823878,13.55,25.0,2026-05-21 20:03:43.878000+00:00,166.867
1779393823896,13.55,25.0,2026-05-21 20:03:43.896000+00:00,166.885
1779393823911,13.55,25.0,2026-05-21 20:03:43.911000+00:00,166.9
1779393823928,13.55,25.0,2026-05-21 20:03:43.928000+00:00,166.917
1779393823943,13.55,25.0,2026-05-21 20:03:43.943000+00:00,166.932
1779393823959,13.55,25.0,2026-05-21 20:03:43.959000+00:00,166.948
1779393823976,13.55,25.0,2026-05-21 20:03:43.976000+00:00,166.965
1779393823991,13.54,25.0,2026-05-21 20:03:43.991000+00:00,166.98
1779393824008,13.55,25.0,2026-05-21 20:03:44.008000+00:00,166.997
1779393824023,13.55,25.0,2026-05-21 20:03:44.023000+00:00,167.012
1779393824038,13.55,25.0,2026-05-21 20:03:44.038000+00:00,167.027
1779393824057,13.55,25.0,2026-05-21 20:03:44.057000+00:00,167.046
1779393824071,13.55,25.0,2026-05-21 20:03:44.071000+00:00,167.06
1779393824088,13.55,25.0,2026-05-21 20:03:44.088000+00:00,167.077
1779393824105,13.55,25.0,2026-05-21 20:03:44.105000+00:00,167.094
1779393824119,13.54,25.0,2026-05-21 20:03:44.119000+00:00,167.108
1779393824135,13.54,25.0,2026-05-21 20:03:44.135000+00:00,167.124
1779393824150,13.54,25.0,2026-05-21 20:03:44.150000+00:00,167.139
1779393824166,13.55,25.0,2026-05-21 20:03:44.166000+00:00,167.155
1779393824183,13.55,25.0,2026-05-21 20:03:44.183000+00:00,167.172
1779393824200,13.55,25.0,2026-05-21 20:03:44.200000+00:00,167.189
1779393824215,13.55,25.0,2026-05-21 20:03:44.215000+00:00,167.204
1779393824231,13.55,25.0,2026-05-21 20:03:44.231000+00:00,167.22
1779393824248,13.55,25.0,2026-05-21 20:03:44.248000+00:00,167.237
1779393824263,13.55,25.0,2026-05-21 20:03:44.263000+00:00,167.252
1779393824280,13.54,25.0,2026-05-21 20:03:44.280000+00:00,167.269
1779393824295,13.54,25.0,2026-05-21 20:03:44.295000+00:00,167.284
1779393824311,13.54,25.0,2026-05-21 20:03:44.311000+00:00,167.3
1779393824329,13.55,25.0,2026-05-21 20:03:44.329000+00:00,167.318
1779393824343,13.55,25.0,2026-05-21 20:03:44.343000+00:00,167.332
1779393824360,13.55,25.0,2026-05-21 20:03:44.360000+00:00,167.349
1779393824375,13.55,25.0,2026-05-21 20:03:44.375000+00:00,167.364
1779393824390,13.55,25.0,2026-05-21 20:03:44.390000+00:00,167.379
1779393824408,13.54,25.0,2026-05-21 20:03:44.408000+00:00,167.397
1779393824422,13.54,25.0,2026-05-21 20:03:44.422000+00:00,167.411
1779393824438,13.54,25.0,2026-05-21 20:03:44.438000+00:00,167.427
1779393824456,13.55,25.0,2026-05-21 20:03:44.456000+00:00,167.445
1779393824472,13.55,25.0,2026-05-21 20:03:44.472000+00:00,167.461
1779393824488,13.55,25.0,2026-05-21 20:03:44.488000+00:00,167.477
1779393824503,13.55,26.0,2026-05-21 20:03:44.503000+00:00,167.492
1779393824520,13.55,27.0,2026-05-21 20:03:44.520000+00:00,167.509
1779393824535,13.54,27.0,2026-05-21 20:03:44.535000+00:00,167.524
1779393824550,13.54,27.0,2026-05-21 20:03:44.550000+00:00,167.539
1779393824567,13.54,27.0,2026-05-21 20:03:44.567000+00:00,167.556
1779393824583,13.55,27.0,2026-05-21 20:03:44.583000+00:00,167.572
1779393824599,13.55,27.0,2026-05-21 20:03:44.599000+00:00,167.588
1779393824616,13.55,27.0,2026-05-21 20:03:44.616000+00:00,167.605
1779393824631,13.55,27.0,2026-05-21 20:03:44.631000+00:00,167.62
1779393824648,13.55,27.0,2026-05-21 20:03:44.648000+00:00,167.637
1779393824663,13.55,27.0,2026-05-21 20:03:44.663000+00:00,167.652
1779393824678,13.55,27.0,2026-05-21 20:03:44.678000+00:00,167.667
1779393824696,13.54,27.0,2026-05-21 20:03:44.696000+00:00,167.685
1779393824711,13.54,27.0,2026-05-21 20:03:44.711000+00:00,167.7
1779393824732,13.54,27.0,2026-05-21 20:03:44.732000+00:00,167.721
1779393824744,13.55,27.0,2026-05-21 20:03:44.744000+00:00,167.733
1779393824759,13.55,27.0,2026-05-21 20:03:44.759000+00:00,167.748
1779393824776,13.55,27.0,2026-05-21 20:03:44.776000+00:00,167.765
1779393824792,13.55,27.0,2026-05-21 20:03:44.792000+00:00,167.781
1779393824808,13.55,27.0,2026-05-21 20:03:44.808000+00:00,167.797
1779393824823,13.54,27.0,2026-05-21 20:03:44.823000+00:00,167.812
1779393824839,13.54,27.0,2026-05-21 20:03:44.839000+00:00,167.828
1779393824854,13.54,27.0,2026-05-21 20:03:44.854000+00:00,167.843
1779393824871,13.55,27.0,2026-05-21 20:03:44.871000+00:00,167.86
1779393824886,13.55,27.0,2026-05-21 20:03:44.886000+00:00,167.875
1779393824903,13.55,27.0,2026-05-21 20:03:44.903000+00:00,167.892
1779393824918,13.55,27.0,2026-05-21 20:03:44.918000+00:00,167.907
1779393824935,13.55,27.0,2026-05-21 20:03:44.935000+00:00,167.924
1779393824951,13.55,27.0,2026-05-21 20:03:44.951000+00:00,167.94
1779393824968,13.55,27.0,2026-05-21 20:03:44.968000+00:00,167.957
1779393824983,13.55,27.0,2026-05-21 20:03:44.983000+00:00,167.972
1779393824999,13.55,27.0,2026-05-21 20:03:44.999000+00:00,167.988
1779393825015,13.55,27.0,2026-05-21 20:03:45.015000+00:00,168.004
1779393825032,13.55,27.0,2026-05-21 20:03:45.032000+00:00,168.021
1779393825047,13.55,27.0,2026-05-21 20:03:45.047000+00:00,168.036
1779393825064,13.55,27.0,2026-05-21 20:03:45.064000+00:00,168.053
1779393825080,13.55,27.0,2026-05-21 20:03:45.080000+00:00,168.069
1779393825096,13.55,27.0,2026-05-21 20:03:45.096000+00:00,168.085
1779393825112,13.55,27.0,2026-05-21 20:03:45.112000+00:00,168.101
1779393825127,13.55,27.0,2026-05-21 20:03:45.127000+00:00,168.116
1779393825144,13.55,27.0,2026-05-21 20:03:45.144000+00:00,168.133
1779393825160,13.55,27.0,2026-05-21 20:03:45.160000+00:00,168.149
1779393825175,13.55,27.0,2026-05-21 20:03:45.175000+00:00,168.164
1779393825191,13.55,27.0,2026-05-21 20:03:45.191000+00:00,168.18
1779393825207,13.55,27.0,2026-05-21 20:03:45.207000+00:00,168.196
1779393825222,13.55,27.0,2026-05-21 20:03:45.222000+00:00,168.211
1779393825241,13.55,27.0,2026-05-21 20:03:45.241000+00:00,168.23
1779393825255,13.55,27.0,2026-05-21 20:03:45.255000+00:00,168.244
1779393825270,13.55,27.0,2026-05-21 20:03:45.270000+00:00,168.259
1779393825288,13.55,27.0,2026-05-21 20:03:45.288000+00:00,168.277
1779393825303,13.55,27.0,2026-05-21 20:03:45.303000+00:00,168.292
1779393825318,13.55,27.0,2026-05-21 20:03:45.318000+00:00,168.307
1779393825335,13.55,27.0,2026-05-21 20:03:45.335000+00:00,168.324
1779393825352,13.55,27.0,2026-05-21 20:03:45.352000+00:00,168.341
1779393825368,13.55,27.0,2026-05-21 20:03:45.368000+00:00,168.357
1779393825383,13.55,27.0,2026-05-21 20:03:45.383000+00:00,168.372
1779393825400,13.55,27.0,2026-05-21 20:03:45.400000+00:00,168.389
1779393825416,13.55,27.0,2026-05-21 20:03:45.416000+00:00,168.405
1779393825432,13.55,27.0,2026-05-21 20:03:45.432000+00:00,168.421
1779393825447,13.55,26.0,2026-05-21 20:03:45.447000+00:00,168.436
1779393825464,13.54,26.0,2026-05-21 20:03:45.464000+00:00,168.453
1779393825479,13.55,26.0,2026-05-21 20:03:45.479000+00:00,168.468
1779393825496,13.55,26.0,2026-05-21 20:03:45.496000+00:00,168.485
1779393825512,13.55,26.0,2026-05-21 20:03:45.512000+00:00,168.501
1779393825528,13.55,26.0,2026-05-21 20:03:45.528000+00:00,168.517
1779393825543,13.55,26.0,2026-05-21 20:03:45.543000+00:00,168.532
1779393825559,13.55,26.0,2026-05-21 20:03:45.559000+00:00,168.548
1779393825577,13.55,26.0,2026-05-21 20:03:45.577000+00:00,168.566
1779393825592,13.55,26.0,2026-05-21 20:03:45.592000+00:00,168.581
1779393825608,13.55,26.0,2026-05-21 20:03:45.608000+00:00,168.597
1779393825623,13.55,26.0,2026-05-21 20:03:45.623000+00:00,168.612
1779393825640,13.55,26.0,2026-05-21 20:03:45.640000+00:00,168.629
1779393825656,13.55,26.0,2026-05-21 20:03:45.656000+00:00,168.645
1779393825672,13.55,26.0,2026-05-21 20:03:45.672000+00:00,168.661
1779393825688,13.55,26.0,2026-05-21 20:03:45.688000+00:00,168.677
1779393825704,13.55,26.0,2026-05-21 20:03:45.704000+00:00,168.693
1779393825720,13.55,26.0,2026-05-21 20:03:45.720000+00:00,168.709
1779393825736,13.55,26.0,2026-05-21 20:03:45.736000+00:00,168.725
1779393825751,13.55,26.0,2026-05-21 20:03:45.751000+00:00,168.74
1779393825768,13.55,26.0,2026-05-21 20:03:45.768000+00:00,168.757
1779393825783,13.55,26.0,2026-05-21 20:03:45.783000+00:00,168.772
1779393825800,13.56,26.0,2026-05-21 20:03:45.800000+00:00,168.789
1779393825817,13.57,26.0,2026-05-21 20:03:45.817000+00:00,168.806
1779393825831,13.56,26.0,2026-05-21 20:03:45.831000+00:00,168.82
1779393825847,13.55,26.0,2026-05-21 20:03:45.847000+00:00,168.836
1779393825866,13.55,26.0,2026-05-21 20:03:45.866000+00:00,168.855
1779393825879,13.55,26.0,2026-05-21 20:03:45.879000+00:00,168.868
1779393825897,13.55,26.0,2026-05-21 20:03:45.897000+00:00,168.886
1779393825912,13.55,26.0,2026-05-21 20:03:45.912000+00:00,168.901
1779393825928,13.56,26.0,2026-05-21 20:03:45.928000+00:00,168.917
1779393825943,13.57,26.0,2026-05-21 20:03:45.943000+00:00,168.932
1779393825961,13.56,26.0,2026-05-21 20:03:45.961000+00:00,168.95
1779393825976,13.55,26.0,2026-05-21 20:03:45.976000+00:00,168.965
1779393825991,13.55,26.0,2026-05-21 20:03:45.991000+00:00,168.98
1779393826008,13.55,26.0,2026-05-21 20:03:46.008000+00:00,168.997
1779393826025,13.55,26.0,2026-05-21 20:03:46.025000+00:00,169.014
1779393826040,13.55,26.0,2026-05-21 20:03:46.040000+00:00,169.029
1779393826056,13.55,26.0,2026-05-21 20:03:46.056000+00:00,169.045
1779393826072,13.55,26.0,2026-05-21 20:03:46.072000+00:00,169.061
1779393826088,13.56,26.0,2026-05-21 20:03:46.088000+00:00,169.077
1779393826104,13.57,26.0,2026-05-21 20:03:46.104000+00:00,169.093
1779393826119,13.56,26.0,2026-05-21 20:03:46.119000+00:00,169.108
1779393826137,13.55,26.0,2026-05-21 20:03:46.137000+00:00,169.126
1779393826152,13.55,26.0,2026-05-21 20:03:46.152000+00:00,169.141
1779393826169,13.55,26.0,2026-05-21 20:03:46.169000+00:00,169.158
1779393826185,13.55,26.0,2026-05-21 20:03:46.185000+00:00,169.174
1779393826199,13.55,26.0,2026-05-21 20:03:46.199000+00:00,169.188
1779393826216,13.55,26.0,2026-05-21 20:03:46.216000+00:00,169.205
1779393826232,13.55,26.0,2026-05-21 20:03:46.232000+00:00,169.221
1779393826250,13.55,26.0,2026-05-21 20:03:46.250000+00:00,169.239
1779393826264,13.55,26.0,2026-05-21 20:03:46.264000+00:00,169.253
1779393826281,13.55,26.0,2026-05-21 20:03:46.281000+00:00,169.27
1779393826296,13.55,26.0,2026-05-21 20:03:46.296000+00:00,169.285
1779393826313,13.55,26.0,2026-05-21 20:03:46.313000+00:00,169.302
1779393826328,13.55,26.0,2026-05-21 20:03:46.328000+00:00,169.317
1779393826344,13.55,26.0,2026-05-21 20:03:46.344000+00:00,169.333
1779393826360,13.55,26.0,2026-05-21 20:03:46.360000+00:00,169.349
1779393826376,13.55,26.0,2026-05-21 20:03:46.376000+00:00,169.365
1779393826392,13.55,26.0,2026-05-21 20:03:46.392000+00:00,169.381
1779393826408,13.55,26.0,2026-05-21 20:03:46.408000+00:00,169.397
1779393826423,13.55,26.0,2026-05-21 20:03:46.423000+00:00,169.412
1779393826440,13.55,26.0,2026-05-21 20:03:46.440000+00:00,169.429
1779393826457,13.55,26.0,2026-05-21 20:03:46.457000+00:00,169.446
1779393826472,13.55,26.0,2026-05-21 20:03:46.472000+00:00,169.461
1779393826488,13.54,26.0,2026-05-21 20:03:46.488000+00:00,169.477
1779393826504,13.55,26.0,2026-05-21 20:03:46.504000+00:00,169.493
1779393826520,13.55,26.0,2026-05-21 20:03:46.520000+00:00,169.509
1779393826537,13.55,26.0,2026-05-21 20:03:46.537000+00:00,169.526
1779393826553,13.55,26.0,2026-05-21 20:03:46.553000+00:00,169.542
1779393826568,13.56,26.0,2026-05-21 20:03:46.568000+00:00,169.557
1779393826586,13.57,26.0,2026-05-21 20:03:46.586000+00:00,169.575
1779393826601,13.56,26.0,2026-05-21 20:03:46.601000+00:00,169.59
1779393826615,13.55,26.0,2026-05-21 20:03:46.615000+00:00,169.604
1779393826632,13.56,26.0,2026-05-21 20:03:46.632000+00:00,169.621
1779393826649,13.57,26.0,2026-05-21 20:03:46.649000+00:00,169.638
1779393826666,13.57,26.0,2026-05-21 20:03:46.666000+00:00,169.655
1779393826680,13.57,26.0,2026-05-21 20:03:46.680000+00:00,169.669
1779393826695,13.57,26.0,2026-05-21 20:03:46.695000+00:00,169.684
1779393826711,13.57,26.0,2026-05-21 20:03:46.711000+00:00,169.7
1779393826728,13.57,26.0,2026-05-21 20:03:46.728000+00:00,169.717
1779393826743,13.57,26.0,2026-05-21 20:03:46.743000+00:00,169.732
1779393826759,13.56,26.0,2026-05-21 20:03:46.759000+00:00,169.748
1779393826776,13.55,26.0,2026-05-21 20:03:46.776000+00:00,169.765
1779393826793,13.56,26.0,2026-05-21 20:03:46.793000+00:00,169.782
1779393826808,13.57,26.0,2026-05-21 20:03:46.808000+00:00,169.797
1779393826825,13.57,26.0,2026-05-21 20:03:46.825000+00:00,169.814
1779393826840,13.57,26.0,2026-05-21 20:03:46.840000+00:00,169.829
1779393826858,13.57,26.0,2026-05-21 20:03:46.858000+00:00,169.847
1779393826873,13.57,26.0,2026-05-21 20:03:46.873000+00:00,169.862
1779393826889,13.57,26.0,2026-05-21 20:03:46.889000+00:00,169.878
1779393826903,13.57,26.0,2026-05-21 20:03:46.903000+00:00,169.892
1779393826921,13.57,26.0,2026-05-21 20:03:46.921000+00:00,169.91
1779393826937,13.57,26.0,2026-05-21 20:03:46.937000+00:00,169.926
1779393826952,13.57,26.0,2026-05-21 20:03:46.952000+00:00,169.941
1779393826968,13.57,26.0,2026-05-21 20:03:46.968000+00:00,169.957
1779393826983,13.57,26.0,2026-05-21 20:03:46.983000+00:00,169.972
1779393827000,13.57,26.0,2026-05-21 20:03:47+00:00,169.989
1779393827016,13.57,26.0,2026-05-21 20:03:47.016000+00:00,170.005
1779393827031,13.57,26.0,2026-05-21 20:03:47.031000+00:00,170.02
1779393827048,13.57,26.0,2026-05-21 20:03:47.048000+00:00,170.037
1779393827066,13.57,26.0,2026-05-21 20:03:47.066000+00:00,170.055
1779393827079,13.57,26.0,2026-05-21 20:03:47.079000+00:00,170.068
1779393827097,13.57,26.0,2026-05-21 20:03:47.097000+00:00,170.086
1779393827112,13.57,26.0,2026-05-21 20:03:47.112000+00:00,170.101
1779393827129,13.57,26.0,2026-05-21 20:03:47.129000+00:00,170.118
1779393827144,13.57,26.0,2026-05-21 20:03:47.144000+00:00,170.133
1779393827161,13.57,26.0,2026-05-21 20:03:47.161000+00:00,170.15
1779393827176,13.57,26.0,2026-05-21 20:03:47.176000+00:00,170.165
1779393827193,13.57,26.0,2026-05-21 20:03:47.193000+00:00,170.182
1779393827207,13.57,26.0,2026-05-21 20:03:47.207000+00:00,170.196
1779393827224,13.57,26.0,2026-05-21 20:03:47.224000+00:00,170.213
1779393827240,13.57,26.0,2026-05-21 20:03:47.240000+00:00,170.229
1779393827255,13.57,26.0,2026-05-21 20:03:47.255000+00:00,170.244
1779393827273,13.57,26.0,2026-05-21 20:03:47.273000+00:00,170.262
1779393827288,13.57,26.0,2026-05-21 20:03:47.288000+00:00,170.277
1779393827306,13.57,26.0,2026-05-21 20:03:47.306000+00:00,170.295
1779393827321,13.57,26.0,2026-05-21 20:03:47.321000+00:00,170.31
1779393827336,13.57,26.0,2026-05-21 20:03:47.336000+00:00,170.325
1779393827353,13.57,26.0,2026-05-21 20:03:47.353000+00:00,170.342
1779393827368,13.57,26.0,2026-05-21 20:03:47.368000+00:00,170.357
1779393827385,13.57,26.0,2026-05-21 20:03:47.385000+00:00,170.374
1779393827401,13.57,26.0,2026-05-21 20:03:47.401000+00:00,170.39
1779393827417,13.57,26.0,2026-05-21 20:03:47.417000+00:00,170.406
1779393827434,13.57,26.0,2026-05-21 20:03:47.434000+00:00,170.423
1779393827448,13.57,26.0,2026-05-21 20:03:47.448000+00:00,170.437
1779393827466,13.57,26.0,2026-05-21 20:03:47.466000+00:00,170.455
1779393827480,13.57,26.0,2026-05-21 20:03:47.480000+00:00,170.469
1779393827496,13.57,26.0,2026-05-21 20:03:47.496000+00:00,170.485
1779393827513,13.57,26.0,2026-05-21 20:03:47.513000+00:00,170.502
1779393827529,13.57,26.0,2026-05-21 20:03:47.529000+00:00,170.518
1779393827545,13.57,26.0,2026-05-21 20:03:47.545000+00:00,170.534
1779393827560,13.57,26.0,2026-05-21 20:03:47.560000+00:00,170.549
1779393827577,13.57,26.0,2026-05-21 20:03:47.577000+00:00,170.566
1779393827592,13.57,26.0,2026-05-21 20:03:47.592000+00:00,170.581
1779393827608,13.57,26.0,2026-05-21 20:03:47.608000+00:00,170.597
1779393827625,13.57,26.0,2026-05-21 20:03:47.625000+00:00,170.614
1779393827640,13.57,26.0,2026-05-21 20:03:47.640000+00:00,170.629
1779393827657,13.57,26.0,2026-05-21 20:03:47.657000+00:00,170.646
1779393827673,13.57,26.0,2026-05-21 20:03:47.673000+00:00,170.662
1779393827688,13.58,26.0,2026-05-21 20:03:47.688000+00:00,170.677
1779393827705,13.59,26.0,2026-05-21 20:03:47.705000+00:00,170.694
1779393827721,13.59,26.0,2026-05-21 20:03:47.721000+00:00,170.71
1779393827736,13.59,26.0,2026-05-21 20:03:47.736000+00:00,170.725
1779393827753,13.58,26.0,2026-05-21 20:03:47.753000+00:00,170.742
1779393827768,13.57,26.0,2026-05-21 20:03:47.768000+00:00,170.757
1779393827785,13.57,26.0,2026-05-21 20:03:47.785000+00:00,170.774
1779393827801,13.57,26.0,2026-05-21 20:03:47.801000+00:00,170.79
1779393827816,13.57,25.0,2026-05-21 20:03:47.816000+00:00,170.805
1779393827833,13.57,25.0,2026-05-21 20:03:47.833000+00:00,170.822
1779393827848,13.58,25.0,2026-05-21 20:03:47.848000+00:00,170.837
1779393827866,13.59,25.0,2026-05-21 20:03:47.866000+00:00,170.855
1779393827881,13.59,25.0,2026-05-21 20:03:47.881000+00:00,170.87
1779393827896,13.59,25.0,2026-05-21 20:03:47.896000+00:00,170.885
1779393827913,13.58,25.0,2026-05-21 20:03:47.913000+00:00,170.902
1779393827928,13.57,25.0,2026-05-21 20:03:47.928000+00:00,170.917
1779393827944,13.57,25.0,2026-05-21 20:03:47.944000+00:00,170.933
1779393827962,13.57,25.0,2026-05-21 20:03:47.962000+00:00,170.951
1779393827976,13.58,25.0,2026-05-21 20:03:47.976000+00:00,170.965
1779393827992,13.59,25.0,2026-05-21 20:03:47.992000+00:00,170.981
1779393828009,13.58,25.0,2026-05-21 20:03:48.009000+00:00,170.998
1779393828026,13.57,25.0,2026-05-21 20:03:48.026000+00:00,171.015
1779393828041,13.57,25.0,2026-05-21 20:03:48.041000+00:00,171.03
1779393828058,13.57,25.0,2026-05-21 20:03:48.058000+00:00,171.047
1779393828073,13.57,25.0,2026-05-21 20:03:48.073000+00:00,171.062
1779393828090,13.57,25.0,2026-05-21 20:03:48.090000+00:00,171.079
1779393828105,13.57,25.0,2026-05-21 20:03:48.105000+00:00,171.094
1779393828122,13.57,25.0,2026-05-21 20:03:48.122000+00:00,171.111
1779393828137,13.58,25.0,2026-05-21 20:03:48.137000+00:00,171.126
1779393828153,13.59,25.0,2026-05-21 20:03:48.153000+00:00,171.142
1779393828168,13.58,25.0,2026-05-21 20:03:48.168000+00:00,171.157
1779393828184,13.57,25.0,2026-05-21 20:03:48.184000+00:00,171.173
1779393828202,13.57,25.0,2026-05-21 20:03:48.202000+00:00,171.191
1779393828218,13.57,25.0,2026-05-21 20:03:48.218000+00:00,171.207
1779393828233,13.56,25.0,2026-05-21 20:03:48.233000+00:00,171.222
1779393828248,13.55,25.0,2026-05-21 20:03:48.248000+00:00,171.237
1779393828264,13.56,25.0,2026-05-21 20:03:48.264000+00:00,171.253
1779393828281,13.57,25.0,2026-05-21 20:03:48.281000+00:00,171.27
1779393828298,13.57,25.0,2026-05-21 20:03:48.298000+00:00,171.287
1779393828314,13.57,25.0,2026-05-21 20:03:48.314000+00:00,171.303
1779393828329,13.57,25.0,2026-05-21 20:03:48.329000+00:00,171.318
1779393828346,13.57,25.0,2026-05-21 20:03:48.346000+00:00,171.335
1779393828363,13.56,25.0,2026-05-21 20:03:48.363000+00:00,171.352
1779393828377,13.55,25.0,2026-05-21 20:03:48.377000+00:00,171.366
1779393828392,13.55,25.0,2026-05-21 20:03:48.392000+00:00,171.381
1779393828409,13.55,25.0,2026-05-21 20:03:48.409000+00:00,171.398
1779393828425,13.55,25.0,2026-05-21 20:03:48.425000+00:00,171.414
1779393828443,13.55,25.0,2026-05-21 20:03:48.443000+00:00,171.432
1779393828457,13.55,25.0,2026-05-21 20:03:48.457000+00:00,171.446
1779393828473,13.55,25.0,2026-05-21 20:03:48.473000+00:00,171.462
1779393828489,13.55,25.0,2026-05-21 20:03:48.489000+00:00,171.478
1779393828506,13.55,25.0,2026-05-21 20:03:48.506000+00:00,171.495
1779393828521,13.55,25.0,2026-05-21 20:03:48.521000+00:00,171.51
1779393828539,13.55,25.0,2026-05-21 20:03:48.539000+00:00,171.528
1779393828552,13.55,25.0,2026-05-21 20:03:48.552000+00:00,171.541
1779393828569,13.55,25.0,2026-05-21 20:03:48.569000+00:00,171.558
1779393828584,13.55,25.0,2026-05-21 20:03:48.584000+00:00,171.573
1779393828600,13.55,25.0,2026-05-21 20:03:48.600000+00:00,171.589
1779393828618,13.55,25.0,2026-05-21 20:03:48.618000+00:00,171.607
1779393828634,13.55,25.0,2026-05-21 20:03:48.634000+00:00,171.623
1779393828649,13.55,25.0,2026-05-21 20:03:48.649000+00:00,171.638
1779393828666,13.55,25.0,2026-05-21 20:03:48.666000+00:00,171.655
1779393828681,13.55,25.0,2026-05-21 20:03:48.681000+00:00,171.67
1779393828697,13.55,25.0,2026-05-21 20:03:48.697000+00:00,171.686
1779393828713,13.56,25.0,2026-05-21 20:03:48.713000+00:00,171.702
1779393828730,13.57,25.0,2026-05-21 20:03:48.730000+00:00,171.719
1779393828744,13.56,25.0,2026-05-21 20:03:48.744000+00:00,171.733
1779393828760,13.55,25.0,2026-05-21 20:03:48.760000+00:00,171.749
1779393828778,13.56,25.0,2026-05-21 20:03:48.778000+00:00,171.767
1779393828794,13.57,25.0,2026-05-21 20:03:48.794000+00:00,171.783
1779393828811,13.56,25.0,2026-05-21 20:03:48.811000+00:00,171.8
1779393828825,13.55,25.0,2026-05-21 20:03:48.825000+00:00,171.814
1779393828842,13.55,25.0,2026-05-21 20:03:48.842000+00:00,171.831
1779393828858,13.55,25.0,2026-05-21 20:03:48.858000+00:00,171.847
1779393828874,13.56,25.0,2026-05-21 20:03:48.874000+00:00,171.863
1779393828890,13.57,25.0,2026-05-21 20:03:48.890000+00:00,171.879
1779393828905,13.56,25.0,2026-05-21 20:03:48.905000+00:00,171.894
1779393828921,13.55,25.0,2026-05-21 20:03:48.921000+00:00,171.91
1779393828938,13.55,25.0,2026-05-21 20:03:48.938000+00:00,171.927
1779393828953,13.55,25.0,2026-05-21 20:03:48.953000+00:00,171.942
1779393828970,13.55,25.0,2026-05-21 20:03:48.970000+00:00,171.959
1779393828985,13.55,25.0,2026-05-21 20:03:48.985000+00:00,171.974
1779393829002,13.56,25.0,2026-05-21 20:03:49.002000+00:00,171.991
1779393829017,13.57,25.0,2026-05-21 20:03:49.017000+00:00,172.006
1779393829034,13.56,25.0,2026-05-21 20:03:49.034000+00:00,172.023
1779393829051,13.55,25.0,2026-05-21 20:03:49.051000+00:00,172.04
1779393829066,13.55,25.0,2026-05-21 20:03:49.066000+00:00,172.055
1779393829081,13.55,25.0,2026-05-21 20:03:49.081000+00:00,172.07
1779393829097,13.55,25.0,2026-05-21 20:03:49.097000+00:00,172.086
1779393829114,13.55,25.0,2026-05-21 20:03:49.114000+00:00,172.103
1779393829130,13.55,25.0,2026-05-21 20:03:49.130000+00:00,172.119
1779393829145,13.55,25.0,2026-05-21 20:03:49.145000+00:00,172.134
1779393829160,13.55,25.0,2026-05-21 20:03:49.160000+00:00,172.149
1779393829177,13.55,25.0,2026-05-21 20:03:49.177000+00:00,172.166
1779393829192,13.55,25.0,2026-05-21 20:03:49.192000+00:00,172.181
1779393829209,13.55,25.0,2026-05-21 20:03:49.209000+00:00,172.198
1779393829226,13.55,24.0,2026-05-21 20:03:49.226000+00:00,172.215
1779393829241,13.55,24.0,2026-05-21 20:03:49.241000+00:00,172.23
1779393829258,13.55,24.0,2026-05-21 20:03:49.258000+00:00,172.247
1779393829273,13.54,24.0,2026-05-21 20:03:49.273000+00:00,172.262
1779393829290,13.55,24.0,2026-05-21 20:03:49.290000+00:00,172.279
1779393829305,13.55,24.0,2026-05-21 20:03:49.305000+00:00,172.294
1779393829323,13.55,24.0,2026-05-21 20:03:49.323000+00:00,172.312
1779393829339,13.55,24.0,2026-05-21 20:03:49.339000+00:00,172.328
1779393829353,13.55,24.0,2026-05-21 20:03:49.353000+00:00,172.342
1779393829370,13.55,24.0,2026-05-21 20:03:49.370000+00:00,172.359
1779393829385,13.55,24.0,2026-05-21 20:03:49.385000+00:00,172.374
1779393829401,13.55,24.0,2026-05-21 20:03:49.401000+00:00,172.39
1779393829418,13.55,24.0,2026-05-21 20:03:49.418000+00:00,172.407
1779393829433,13.55,24.0,2026-05-21 20:03:49.433000+00:00,172.422
1779393829449,13.55,24.0,2026-05-21 20:03:49.449000+00:00,172.438
1779393829465,13.55,24.0,2026-05-21 20:03:49.465000+00:00,172.454
1779393829482,13.55,24.0,2026-05-21 20:03:49.482000+00:00,172.471
1779393829497,13.55,24.0,2026-05-21 20:03:49.497000+00:00,172.486
1779393829514,13.55,24.0,2026-05-21 20:03:49.514000+00:00,172.503
1779393829530,13.55,24.0,2026-05-21 20:03:49.530000+00:00,172.519
1779393829545,13.55,24.0,2026-05-21 20:03:49.545000+00:00,172.534
1779393829561,13.54,24.0,2026-05-21 20:03:49.561000+00:00,172.55
1779393829578,13.55,24.0,2026-05-21 20:03:49.578000+00:00,172.567
1779393829593,13.55,24.0,2026-05-21 20:03:49.593000+00:00,172.582
1779393829610,13.55,24.0,2026-05-21 20:03:49.610000+00:00,172.599
1779393829627,13.55,24.0,2026-05-21 20:03:49.627000+00:00,172.616
1779393829642,13.55,24.0,2026-05-21 20:03:49.642000+00:00,172.631
1779393829657,13.55,24.0,2026-05-21 20:03:49.657000+00:00,172.646
1779393829675,13.55,24.0,2026-05-21 20:03:49.675000+00:00,172.664
1779393829690,13.55,24.0,2026-05-21 20:03:49.690000+00:00,172.679
1779393829706,13.55,24.0,2026-05-21 20:03:49.706000+00:00,172.695
